L1,L2-3,L4,L5,L6,genes
4.912e-05,7.2781e-05,4.9501e-05,6.7842e-05,4.2794e-05,Zhx1
6.0389e-07,5.3041e-07,1.2413e-06,1.5367e-06,8.2875e-07,Gm10704
0.00026237,0.00047892,0.000497,0.00024404,0.00023868,Lrtm2
5.4453e-05,6.724e-06,1.7878e-05,1.7335e-05,9.8324e-05,Id1
0.00053798,0.00023548,0.00036174,0.00055584,0.00094836,Id3
5.7279e-05,4.3784e-05,0.00010463,7.5823e-05,0.00010802,Pa2g4
0.00015217,0.00016572,0.00023381,9.0922e-05,0.00020163,Mmp14
0.00015711,0.00020772,0.00024132,0.00011583,0.00013105,Mfsd5
0.00011379,0.00010094,0.00019396,0.00011838,0.00012984,Map7d1
0.00015654,0.00028346,0.00026949,0.00019327,0.00022812,Jun
0.00019977,0.00021607,0.00034452,0.00018972,0.00019722,Paip2
0.00042927,0.00035323,0.00043353,0.00034635,0.00052589,Aldh6a1
7.5194e-07,5.1389e-07,6.3376e-07,9.0624e-07,7.745e-07,Gm12396
0.00013894,6.6868e-05,8.3116e-05,9.8162e-05,0.00016707,Nnat
6.1971e-05,9.1109e-05,8.2562e-05,9.3527e-05,5.8865e-05,Dhrs11
5.0059e-05,6.3352e-05,8.3613e-05,8.106e-05,9.1414e-05,Rpl7l1
0.00053741,0.00059713,0.00051186,0.00065381,0.00072944,Trim9
4.9421e-05,5.1823e-05,7.8059e-05,0.00012088,6.3148e-05,2700060E02Rik
8.9236e-05,0.00010482,9.5534e-05,9.0682e-05,0.00012838,Ndufb5
0.00018075,0.00025096,0.00024273,0.00019671,0.00019206,Ndufc2
0.00016095,0.00015616,0.0005687,0.00076113,0.00062866,Il33
0.00024745,0.00028963,0.00030975,0.00019895,0.00032121,Ndufv1
0.00027298,0.00031888,0.00029189,0.00025209,0.00031936,Ndufv2
0.0012274,0.0015082,0.0014125,0.00135,0.0010798,Kcnk1
2.4454e-06,5.9121e-06,5.222e-06,2.193e-06,2.3543e-06,Eif3j2
0.00022129,0.00024612,0.00046239,0.00016494,0.0002936,Lonp2
5.7331e-05,0.0001215,6.5958e-05,5.7719e-05,5.7384e-05,Pigk
5.9012e-05,5.5084e-05,7.624e-05,2.3327e-05,7.0858e-05,Ap2a2
0.014371,0.015122,0.014083,0.013741,0.012613,mt-Co1
0.00012402,0.00019394,8.2771e-05,0.00020712,0.0002074,Nop56
0.00030443,0.00039256,0.0004915,0.00043752,0.00030233,Cdc42ep4
0.00086746,0.00099007,0.0011966,0.0011694,0.00091589,Pmm1
4.3886e-06,4.5884e-06,5.7223e-06,6.0221e-06,5.9701e-06,Rab11b-ps2
6.4598e-05,0.00010165,0.00010327,6.9977e-05,7.7186e-05,Ptpn9
0.00011466,0.00019317,0.00019889,0.00020853,0.0001605,Usp5
9.7634e-05,0.00016203,0.00016028,0.00017567,0.00013632,Psmd12
0.00025289,0.00036483,0.00033477,0.00034433,0.0002521,St6galnac5
8.7104e-05,0.00010235,0.00022121,0.00021468,0.00010604,Ints10
0.00021319,0.00026334,0.00039444,0.00019768,0.0002053,Rasa2
8.0162e-05,0.00013631,0.00010067,0.00016493,0.00011318,Taok1
6.4753e-05,0.0001205,0.00011215,5.4993e-05,7.7598e-05,Shisa9
5.5597e-05,3.5212e-05,7.1758e-05,3.6499e-05,9.4587e-05,Nlgn1
0.0001124,0.00012461,0.0001557,0.00020645,9.849e-05,Drg1
0.00010998,0.00013278,0.00018393,8.5865e-05,8.774e-05,Ephx1
0.0002678,0.00021272,0.00022204,0.00022198,0.00036755,Ephx2
9.4009e-05,0.00017091,0.00011062,0.00014119,8.2679e-05,Porcn
0.00013994,0.00017582,0.00023602,0.00014259,0.00016899,Golt1b
4.6276e-05,9.7995e-05,7.73e-05,4.061e-05,6.5098e-05,Ptpa
0.00057246,0.00082619,0.0007708,0.00076412,0.00061998,Mgll
0.0048302,0.0045385,0.0042774,0.0038651,0.0041912,mt-Nd1
0.0015559,0.0014997,0.001285,0.0014164,0.0013333,mt-Nd4
8.2813e-05,0.00015122,9.1777e-05,0.00013425,7.4597e-05,Sft2d2
0.00040563,0.00043835,0.00034944,0.00042641,0.00058197,Hes5
8.3262e-05,9.6705e-05,9.3907e-05,0.00011176,8.8582e-05,Uqcrb
0.0007927,0.0010695,0.00087282,0.00089961,0.00072571,Mertk
0.00046233,0.00058995,0.00051874,0.00047671,0.00039339,Thrsp
0.00010909,0.00021784,0.00018293,0.00014506,9.2418e-05,Ppp2r5c
0.00050407,0.0006821,0.00070259,0.00052874,0.00053888,Rpn2
0.00045708,0.00065712,0.00087756,0.00078165,0.00047367,Akt2
7.2026e-07,8.7488e-07,1.3831e-06,8.239e-07,7.2027e-07,Rpl10-ps3
7.6719e-05,0.00010007,9.0559e-05,8.0107e-05,7.0498e-05,Cdh4
0.00028303,0.00033028,0.0004511,0.00037566,0.00036131,Vapa
8.7182e-05,0.00016619,0.00030186,0.00018787,7.3608e-05,Efemp1
0.00016021,8.4129e-05,3.7625e-05,0.00022374,0.00013714,Actr3b
0.00010934,0.00010803,0.00016663,0.00014743,0.00014387,Rab11b
