target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
NEK1,ENSG00000137601,1.0,1.0,0.0,0.0,0.0,0.0,0.11825190877232436,0.0,NIMA related kinase 1
ANXA11,ENSG00000122359,1.0,1.0,0.0,0.0,0.0,0.0,0.10115921031746031,0.0,annexin A11
KIF5A,ENSG00000155980,1.0,1.0,0.0,0.0,0.0,0.0,0.16900283226253462,0.0,kinesin family member 5A
TBK1,ENSG00000183735,1.0,1.0,0.0,0.0,0.0,0.0,0.20482747166439114,0.0,TANK binding kinase 1
NEFH,ENSG00000100285,1.0,1.0,0.0,0.0,0.0,0.0,0.21573988623202336,0.1802,neurofilament heavy
SCN8A,ENSG00000196876,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26129722222222224,sodium voltage-gated channel alpha subunit 8
SCN7A,ENSG00000136546,1.0,0.1718300653,0.0,1.0,0.0,0.0040971903,0.0,0.0,sodium voltage-gated channel alpha subunit 7
ERBB4,ENSG00000178568,1.0,1.0,0.0,0.0,0.0,0.0,0.03395,0.0,erb-b2 receptor tyrosine kinase 4
FGGY,ENSG00000172456,1.0,1.0,0.0,0.0,0.0,0.0,0.04550500000000001,0.0,FGGY carbohydrate kinase domain containing
SCN4A,ENSG00000007314,1.0,0.0,0.0,1.0,0.0,0.0,0.014400000000000001,0.0,sodium voltage-gated channel alpha subunit 4
SCN5A,ENSG00000183873,1.0,0.0,0.0,1.0,0.0,0.0038151521,0.004,0.0,sodium voltage-gated channel alpha subunit 5
SCN10A,ENSG00000185313,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sodium voltage-gated channel alpha subunit 10
SCN9A,ENSG00000169432,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sodium voltage-gated channel alpha subunit 9
SCN11A,ENSG00000168356,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sodium voltage-gated channel alpha subunit 11
SCN3A,ENSG00000153253,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sodium voltage-gated channel alpha subunit 3
SCN1A,ENSG00000144285,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sodium voltage-gated channel alpha subunit 1
SCN2A,ENSG00000136531,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,sodium voltage-gated channel alpha subunit 2
TNNI2,ENSG00000130598,0.9232777777777779,0.0,0.0,0.9232777777777779,0.0,0.0,0.0,0.0,"troponin I2, fast skeletal type"
TNNT3,ENSG00000130595,0.9232777777777779,0.0,0.0,0.9232777777777779,0.0,0.0,0.0,0.0,"troponin T3, fast skeletal type"
TNNC2,ENSG00000101470,0.9232777777777779,0.0,0.0,0.9232777777777779,0.0,0.0,0.0,0.0,"troponin C2, fast skeletal type"
UNC13A,ENSG00000130477,0.8881170927346391,0.8684376886641251,0.0,0.0,0.0,0.0,0.07871761628205612,0.0,unc-13 homolog A
ANG,ENSG00000214274,0.8187337621529956,0.7484368055555556,0.0,0.0,0.0,0.0,0.28118782638976025,0.0,angiogenin
GRIN2A,ENSG00000183454,0.8053159722222223,0.0,0.0,0.7927222222222223,0.0,0.0,0.050375,0.0,glutamate ionotropic receptor NMDA type subunit 2A
PDGFRB,ENSG00000113721,0.7615500000000001,0.0,0.0,0.7500000000000001,0.0,0.0,0.0462,0.0,platelet derived growth factor receptor beta
CFAP410,ENSG00000160226,0.7587505189249999,0.7503855189249999,0.0,0.0,0.0,0.0,0.03346,0.0,cilia and flagella associated protein 410
KIT,ENSG00000157404,0.7525398440250001,0.0,0.0,0.7500000000000001,0.0,0.0101593761,0.0,0.0,"KIT proto-oncogene, receptor tyrosine kinase"
MATR3,ENSG00000015479,0.7523577105623699,0.6975694444444445,0.0,0.0,0.0,0.0,0.2191530644717015,0.0,matrin 3
PDGFRA,ENSG00000134853,0.7500000000000001,0.0,0.0,0.7500000000000001,0.0,0.0,0.0,0.0,platelet derived growth factor receptor alpha
FGFR3,ENSG00000068078,0.7500000000000001,0.0,0.0,0.7500000000000001,0.0,0.0,0.0,0.0,fibroblast growth factor receptor 3
VAPB,ENSG00000124164,0.7248569444444445,0.6669444444444445,0.0,0.0,0.0,0.0,0.014400000000000001,0.22525,VAMP associated protein B and C
IGF1R,ENSG00000140443,0.7085861111111111,0.0,0.0,0.7000000000000001,0.0,0.0,0.03434444444444444,0.0,insulin like growth factor 1 receptor
PDE3A,ENSG00000172572,0.7000000000000001,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,phosphodiesterase 3A
PDE3B,ENSG00000152270,0.7000000000000001,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,phosphodiesterase 3B
TNNI3,ENSG00000129991,0.7000000000000001,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,"troponin I3, cardiac type"
TNNT2,ENSG00000118194,0.7000000000000001,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,"troponin T2, cardiac type"
TNNC1,ENSG00000114854,0.7000000000000001,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,"troponin C1, slow skeletal and cardiac type"
ALDH5A1,ENSG00000112294,0.7000000000000001,0.0,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,aldehyde dehydrogenase 5 family member A1
MATR3,ENSG00000280987,0.6975694444444445,0.6975694444444445,0.0,0.0,0.0,0.0,0.0,0.0,matrin 3
C9orf72,ENSG00000147894,0.6462541767951934,0.571519463375,0.0,0.0,0.0,0.0094362875,0.29474494812521757,0.0,C9orf72-SMCR8 complex subunit
SARM1,ENSG00000004139,0.5037969678972223,0.499324745675,0.0,0.0,0.0,0.0,0.01788888888888889,0.0,sterile alpha and TIR motif containing 1
MOBP,ENSG00000168314,0.49414957537500004,0.49064957537500004,0.0,0.0,0.0,0.0,0.014,0.0,myelin-associated oligodendrocyte basic protein
AL109811.4,ENSG00000277726,0.49,0.49,0.0,0.0,0.0,0.0,0.0,0.0,
SCFD1,ENSG00000092108,0.41522474562500006,0.40182474562500003,0.0,0.0,0.0,0.0,0.0536,0.0,sec1 family domain containing 1
SUSD2,ENSG00000099994,0.3972109948,0.3936109948,0.0,0.0,0.0,0.0,0.014400000000000001,0.0,sushi domain containing 2
VEGFA,ENSG00000112715,0.38944619583467077,0.0,0.0,0.0,0.0,0.0,0.2810922159090953,0.3191731418573969,vascular endothelial growth factor A
CPNE4,ENSG00000196353,0.35738322614722223,0.35738322614722223,0.0,0.0,0.0,0.0,0.0,0.0,copine 4
MAPT,ENSG00000186868,0.35490888752873884,0.0,0.0,0.0,0.0,0.0,0.12356253412778227,0.3240182539967933,microtubule associated protein tau
CENPV,ENSG00000166582,0.35332259875,0.35332259875,0.0,0.0,0.0,0.0,0.0,0.0,centromere protein V
KIFAP3,ENSG00000075945,0.3482988784616762,0.3336220335,0.0,0.0,0.0,0.0,0.058707379846704516,0.0,kinesin associated protein 3
CNTF,ENSG00000242689,0.34331052440950477,0.0,0.0,0.0,0.0,0.0,0.09491506308825008,0.31958175863744226,ciliary neurotrophic factor
TNIP1,ENSG00000145901,0.3417774004,0.3205774004,0.0,0.0,0.0,0.0,0.0848,0.0,TNFAIP3 interacting protein 1
AR,ENSG00000169083,0.3354916927697408,0.0,0.0,0.0,0.0,0.0,0.06527420364937543,0.3191731418573969,androgen receptor
UCHL1,ENSG00000154277,0.3347497016588156,0.0,0.0,0.0,0.0,0.0,0.04245511111111111,0.32413592388103785,ubiquitin C-terminal hydrolase L1
HTRA2,ENSG00000115317,0.3328631113585307,0.0,0.0,0.0,0.0,0.0,0.053000000000000005,0.3196131113585307,HtrA serine peptidase 2
DMD,ENSG00000198947,0.32973109629710623,0.0,0.0,0.0,0.0,0.0112981607,0.12507911055380652,0.29720596746976574,dystrophin
DYNC1H1,ENSG00000197102,0.3280182539967933,0.0,0.0,0.0,0.0,0.0,0.016,0.3240182539967933,dynein cytoplasmic 1 heavy chain 1
CTF1,ENSG00000150281,0.3278481418573969,0.0,0.0,0.0,0.0,0.0,0.0347,0.3191731418573969,cardiotrophin 1
SCYL1,ENSG00000142186,0.3278182539967933,0.0,0.0,0.0,0.0,0.0,0.0152,0.3240182539967933,SCY1 like pseudokinase 1
VPS54,ENSG00000143952,0.3272182539967933,0.0,0.0,0.0,0.0,0.0,0.0128,0.3240182539967933,VPS54 subunit of GARP complex
ZFYVE26,ENSG00000072121,0.32591347800739695,0.0269613446,0.0,0.0,0.0,0.0,0.0,0.3191731418573969,zinc finger FYVE-type containing 26
SOX10,ENSG00000100146,0.3243731418573969,0.0,0.0,0.0,0.0,0.0,0.020800000000000003,0.3191731418573969,SRY-box 10
BCL2,ENSG00000171791,0.3241356418573969,0.0,0.0,0.0,0.0,0.0,0.019850000000000003,0.3191731418573969,BCL2 apoptosis regulator
SOX2,ENSG00000181449,0.3240620307462858,0.0,0.0,0.0,0.0,0.0,0.01955555555555556,0.3191731418573969,SRY-box 2
APAF1,ENSG00000120868,0.3240182539967933,0.0,0.0,0.0,0.0,0.0,0.0,0.3240182539967933,apoptotic peptidase activating factor 1
ERBB3,ENSG00000065361,0.3240182539967933,0.0,0.0,0.0,0.0,0.0,0.0,0.3240182539967933,erb-b2 receptor tyrosine kinase 3
ZNF106,ENSG00000103994,0.3228731418573969,0.0,0.0,0.0,0.0,0.0,0.0148,0.3191731418573969,zinc finger protein 106
IDE,ENSG00000119912,0.3208644083,0.3208644083,0.0,0.0,0.0,0.0,0.0,0.0,insulin degrading enzyme
AC019257.8,ENSG00000283239,0.31958175863744226,0.0,0.0,0.0,0.0,0.0,0.0,0.31958175863744226,
CLN8,ENSG00000182372,0.31958175863744226,0.0,0.0,0.0,0.0,0.0,0.0,0.31958175863744226,CLN8 transmembrane ER and ERGIC protein
CLP1,ENSG00000172409,0.31958175863744226,0.0,0.0,0.0,0.0,0.0,0.0,0.31958175863744226,cleavage and polyadenylation factor I subunit 1
TBCE,ENSG00000285053,0.3191731418573969,0.0,0.0,0.0,0.0,0.0,0.0,0.3191731418573969,tubulin folding cofactor E
GIGYF2,ENSG00000204120,0.3191731418573969,0.0,0.0,0.0,0.0,0.0,0.0,0.3191731418573969,GRB10 interacting GYF protein 2
LTN1,ENSG00000198862,0.3191731418573969,0.0,0.0,0.0,0.0,0.0,0.0,0.3191731418573969,listerin E3 ubiquitin protein ligase 1
COL25A1,ENSG00000188517,0.3191731418573969,0.0,0.0,0.0,0.0,0.0,0.0,0.3191731418573969,collagen type XXV alpha 1 chain
GPHN,ENSG00000171723,0.3191731418573969,0.0,0.0,0.0,0.0,0.0,0.0,0.3191731418573969,gephyrin
ATCAY,ENSG00000167654,0.3191731418573969,0.0,0.0,0.0,0.0,0.0,0.0,0.3191731418573969,ATCAY kinesin light chain interacting caytaxin
SACS,ENSG00000151835,0.3191731418573969,0.0,0.0,0.0,0.0,0.0,0.0,0.3191731418573969,sacsin molecular chaperone
ATP8A2,ENSG00000132932,0.3191731418573969,0.0,0.0,0.0,0.0,0.0,0.0,0.3191731418573969,ATPase phospholipid transporting 8A2
IGHMBP2,ENSG00000132740,0.3191731418573969,0.0,0.0,0.0,0.0,0.0,0.0,0.3191731418573969,immunoglobulin mu DNA binding protein 2
GDAP1,ENSG00000104381,0.3191731418573969,0.0,0.0,0.0,0.0,0.0,0.0,0.3191731418573969,ganglioside induced differentiation associated protein 1
EEF1A2,ENSG00000101210,0.3191731418573969,0.0,0.0,0.0,0.0,0.0,0.0,0.3191731418573969,eukaryotic translation elongation factor 1 alpha 2
TMEM97,ENSG00000109084,0.318573228825,0.318573228825,0.0,0.0,0.0,0.0,0.0,0.0,transmembrane protein 97
CSF2,ENSG00000164400,0.31764823945701753,0.0,0.0,0.0,0.0,0.0,0.31764823945701753,0.0,colony stimulating factor 2
MOB3B,ENSG00000120162,0.31521541497500005,0.30971541497500005,0.0,0.0,0.0,0.0,0.022,0.0,MOB kinase activator 3B
LAMA2,ENSG00000196569,0.30808325861421015,0.0239324746,0.0,0.0,0.0,0.0251517092,0.0,0.29913616746976573,laminin subunit alpha 2
WASHC5,ENSG00000164961,0.3069333333,0.3033333333,0.0,0.0,0.0,0.0,0.014400000000000001,0.0,WASH complex subunit 5
GSK3B,ENSG00000082701,0.298243179451157,0.0,0.0,0.2722222222222222,0.0,0.0,0.10408382891573925,0.0,glycogen synthase kinase 3 beta
DRD2,ENSG00000149295,0.29174722222222216,0.0,0.0,0.2824722222222222,0.0,0.0,0.0371,0.0,dopamine receptor D2
EPHA4,ENSG00000116106,0.29043161111111115,0.0,0.0,0.0,0.0,0.0,0.044818111111111114,0.27922708333333335,EPH receptor A4
ATXN2,ENSG00000204842,0.28987755256438696,0.0,0.0,0.0,0.0,0.0,0.28987755256438696,0.0,ataxin 2
NPEPPS,ENSG00000141279,0.2896446331,0.2730446331,0.0,0.0,0.0,0.0,0.0664,0.0,aminopeptidase puromycin sensitive
ATXN3,ENSG00000066427,0.28957223953586264,0.282658079,0.0,0.0,0.0,0.0,0.027656642143450587,0.0,ataxin 3
DST,ENSG00000151914,0.28864272222222226,0.0,0.0,0.0,0.0,0.0,0.0204,0.28354272222222227,dystonin
DPP6,ENSG00000130226,0.28703810198963936,0.27424376506111114,0.0,0.0,0.0,0.0,0.05117734771411295,0.0,dipeptidyl peptidase like 6
GRIN3B,ENSG00000116032,0.2868222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0584,0.0,glutamate ionotropic receptor NMDA type subunit 3B
MAOB,ENSG00000069535,0.28540327494331064,0.0,0.0,0.2722222222222222,0.0,0.0,0.052724210884353744,0.0,monoamine oxidase B
GRIA2,ENSG00000120251,0.2844481215068538,0.0,0.0,0.25,0.0,0.0,0.13779248602741506,0.0,glutamate ionotropic receptor AMPA type subunit 2
GSK3A,ENSG00000105723,0.28302499999999997,0.0,0.0,0.2722222222222222,0.0,0.0,0.04321111111111111,0.0,glycogen synthase kinase 3 alpha
GRIN2B,ENSG00000273079,0.28269999999999995,0.0,0.0,0.2722222222222222,0.0,0.0,0.041911111111111114,0.0,glutamate ionotropic receptor NMDA type subunit 2B
PDC,ENSG00000116703,0.28269784567753026,0.0,0.0,0.0,0.0,0.0,0.28269784567753026,0.0,phosducin
DRD3,ENSG00000151577,0.2824722222222222,0.0,0.0,0.2824722222222222,0.0,0.0,0.0,0.0,dopamine receptor D3
DRD4,ENSG00000069696,0.2824722222222222,0.0,0.0,0.2824722222222222,0.0,0.0,0.0,0.0,dopamine receptor D4
CAMTA1,ENSG00000171735,0.2810004832,0.2728754832,0.0,0.0,0.0,0.0,0.0325,0.0,calmodulin binding transcription activator 1
B4GAT1,ENSG00000174684,0.27868541666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.27868541666666663,"beta-1,4-glucuronyltransferase 1"
IL2RG,ENSG00000147168,0.2784722222222222,0.0,0.0,0.2784722222222222,0.0,0.0,0.0,0.0,interleukin 2 receptor subunit gamma
IL2RA,ENSG00000134460,0.2784722222222222,0.0,0.0,0.2784722222222222,0.0,0.0,0.0,0.0,interleukin 2 receptor subunit alpha
IL2RB,ENSG00000100385,0.2784722222222222,0.0,0.0,0.2784722222222222,0.0,0.0,0.0,0.0,interleukin 2 receptor subunit beta
GRIA4,ENSG00000152578,0.27835,0.0,0.0,0.25,0.0,0.0,0.1134,0.0,glutamate ionotropic receptor AMPA type subunit 4
HTR2A,ENSG00000102468,0.2774222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.020800000000000003,0.0,5-hydroxytryptamine receptor 2A
KIAA0513,ENSG00000135709,0.2730446331,0.2730446331,0.0,0.0,0.0,0.0,0.0,0.0,KIAA0513
CD14,ENSG00000170458,0.2728283943528444,0.0,0.0,0.2611111111111111,0.0,0.0,0.046869132966933166,0.0,CD14 molecule
GRIN3A,ENSG00000198785,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,glutamate ionotropic receptor NMDA type subunit 3A
GRIN1,ENSG00000176884,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,glutamate ionotropic receptor NMDA type subunit 1
GRIN2C,ENSG00000161509,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,glutamate ionotropic receptor NMDA type subunit 2C
IMPA1,ENSG00000133731,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,inositol monophosphatase 1
GRIN2D,ENSG00000105464,0.2722222222222222,0.0,0.0,0.2722222222222222,0.0,0.0,0.0,0.0,glutamate ionotropic receptor NMDA type subunit 2D
CCL2,ENSG00000108691,0.27173724224457213,0.0,0.0,0.0,0.0,0.0,0.27173724224457213,0.0,C-C motif chemokine ligand 2
DISC1,ENSG00000162946,0.2708661006,0.2208661006,0.0,0.0,0.0,0.0,0.0,0.2,DISC1 scaffold protein
LGALS3,ENSG00000131981,0.2699537569396891,0.0,0.0,0.0,0.0,0.0048666846,0.2687370857896891,0.0,galectin 3
STK36,ENSG00000163482,0.2696134458,0.2696134458,0.0,0.0,0.0,0.0,0.0,0.0,serine/threonine kinase 36
ANK2,ENSG00000145362,0.26832944444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.26832944444444445,ankyrin 2
LAMA3,ENSG00000053747,0.26671241830000003,0.26671241830000003,0.0,0.0,0.0,0.0,0.0,0.0,laminin subunit alpha 3
ESR1,ENSG00000091831,0.2663611111111111,0.0,0.0,0.2611111111111111,0.0,0.0,0.021,0.0,estrogen receptor 1
RBM45,ENSG00000155636,0.2655133401990426,0.0,0.0,0.0,0.0,0.0,0.2655133401990426,0.0,RNA binding motif protein 45
PLP1,ENSG00000123560,0.2637427222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2637427222222222,proteolipid protein 1
CNR1,ENSG00000118432,0.26367526502267574,0.0,0.0,0.25,0.0,0.0,0.05470106009070295,0.0,cannabinoid receptor 1
ST3GAL3,ENSG00000126091,0.2631048248,0.2631048248,0.0,0.0,0.0,0.0,0.0,0.0,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
PPARG,ENSG00000132170,0.2623747768868752,0.0,0.0,0.225,0.0,0.0,0.1494991075475008,0.0,peroxisome proliferator activated receptor gamma
AC093827.5,ENSG00000285458,0.2619828246,0.2619828246,0.0,0.0,0.0,0.0,0.0,0.0,Uncharacterized protein C4orf36 
GRIA3,ENSG00000125675,0.2606,0.0,0.0,0.25,0.0,0.0,0.0424,0.0,glutamate ionotropic receptor AMPA type subunit 3
PMP22,ENSG00000109099,0.2601347222222222,0.0,0.0,0.0,0.0,0.0,0.014400000000000001,0.25653472222222223,peripheral myelin protein 22
NME9,ENSG00000181322,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,NME/NM23 family member 9
GRIA1,ENSG00000155511,0.2599643079648526,0.0,0.0,0.25,0.0,0.0,0.039857231859410425,0.0,glutamate ionotropic receptor AMPA type subunit 1
CSF3R,ENSG00000119535,0.25540555555555555,0.0,0.0,0.25,0.0,0.0,0.02162222222222222,0.0,colony stimulating factor 3 receptor
FKBP1A,ENSG00000088832,0.254925,0.0,0.0,0.25,0.0,0.0,0.019700000000000002,0.0,FKBP prolyl isomerase 1A
NR3C1,ENSG00000113580,0.253975,0.0,0.0,0.25,0.0,0.0,0.0159,0.0,nuclear receptor subfamily 3 group C member 1
ATXN1,ENSG00000124788,0.25300036313333335,0.2339107337,0.0,0.0,0.0,0.0229916649,0.06614,0.0,ataxin 1
TTN,ENSG00000155657,0.25248955028888886,0.0,0.0,0.0,0.0,0.0068559526,0.04181111111111111,0.24127500000000002,titin
SELL,ENSG00000188404,0.2519038671,0.2519038671,0.0,0.0,0.0,0.0,0.0,0.0,selectin L
LMNA,ENSG00000160789,0.25119861111111114,0.0,0.0,0.0,0.0,0.0,0.03969444444444444,0.24127500000000002,lamin A/C
SPP1,ENSG00000118785,0.25113188359788363,0.0,0.0,0.0,0.0,0.0,0.25113188359788363,0.0,secreted phosphoprotein 1
MC2R,ENSG00000185231,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,melanocortin 2 receptor
DRD1,ENSG00000184845,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,dopamine receptor D1
DRD5,ENSG00000169676,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,dopamine receptor D5
DDB1,ENSG00000167986,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,damage specific DNA binding protein 1
CUL4A,ENSG00000139842,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,cullin 4A
CRBN,ENSG00000113851,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,cereblon
RBX1,ENSG00000100387,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,ring-box 1
ARAF,ENSG00000078061,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,"A-Raf proto-oncogene, serine/threonine kinase"
CCR2,ENSG00000121807,0.2494112097505669,0.0,0.0,0.0,0.0,0.0,0.2494112097505669,0.0,C-C motif chemokine receptor 2
DYSF,ENSG00000135636,0.24733331631111113,0.0,0.0,0.0,0.0,0.0095248468,0.02,0.24127500000000002,dysferlin
CST3,ENSG00000101439,0.24726627971518275,0.0,0.0,0.0,0.0,0.0,0.24726627971518275,0.0,cystatin C
CREB5,ENSG00000146592,0.2469553669,0.2469553669,0.0,0.0,0.0,0.0,0.0,0.0,cAMP responsive element binding protein 5
CAMK1G,ENSG00000008118,0.246739441,0.243139441,0.0,0.0,0.0,0.0,0.014400000000000001,0.0,calcium/calmodulin dependent protein kinase IG
ZNF746,ENSG00000181220,0.2465980003,0.2465980003,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger protein 746
FKRP,ENSG00000181027,0.24627500000000002,0.0,0.0,0.0,0.0,0.0,0.02,0.24127500000000002,fukutin related protein
PTGS2,ENSG00000073756,0.24567041617551397,0.0,0.0,0.2,0.0,0.0,0.1826816647020558,0.0,prostaglandin-endoperoxide synthase 2
SGCA,ENSG00000108823,0.245425,0.0,0.0,0.0,0.0,0.0,0.0166,0.24127500000000002,sarcoglycan alpha
SLC12A6,ENSG00000140199,0.24527222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.24527222222222222,solute carrier family 12 member 6
CHN1,ENSG00000128656,0.245175,0.0,0.0,0.0,0.0,0.0,0.0,0.245175,chimerin 1
COL4A1,ENSG00000187498,0.244268570575,0.0,0.0,0.0,0.0,0.011974282300000002,0.0,0.24127500000000002,collagen type IV alpha 1 chain
RBP4,ENSG00000138207,0.24310841617199427,0.0,0.0,0.0,0.0,0.0,0.24310841617199427,0.0,retinol binding protein 4
SGCD,ENSG00000170624,0.24127500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24127500000000002,sarcoglycan delta
SGCB,ENSG00000163069,0.24127500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24127500000000002,sarcoglycan beta
LARGE1,ENSG00000133424,0.24127500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24127500000000002,LARGE xylosyl- and glucuronyltransferase 1
SGCG,ENSG00000102683,0.24127500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24127500000000002,sarcoglycan gamma
CAPN3,ENSG00000092529,0.24127500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24127500000000002,calpain 3
POMGNT1,ENSG00000085998,0.24127500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24127500000000002,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)"
PSD3,ENSG00000156011,0.2405985568,0.2405985568,0.0,0.0,0.0,0.0,0.0,0.0,pleckstrin and Sec7 domain containing 3
TBC1D1,ENSG00000065882,0.2393247456,0.2393247456,0.0,0.0,0.0,0.0,0.0,0.0,TBC1 domain family member 1
MORN2,ENSG00000188010,0.2378558006,0.2378558006,0.0,0.0,0.0,0.0,0.0,0.0,MORN repeat containing 2
CCNF,ENSG00000162063,0.2349047464200801,0.0,0.0,0.0,0.0,0.0,0.2349047464200801,0.0,cyclin F
RTN4,ENSG00000115310,0.23490215302973042,0.0,0.0,0.225,0.0,0.0,0.03960861211892164,0.0,reticulon 4
HS3ST3B1,ENSG00000125430,0.234858583,0.234858583,0.0,0.0,0.0,0.0,0.0,0.0,heparan sulfate-glucosamine 3-sulfotransferase 3B1
IFNG,ENSG00000111537,0.23345714969656658,0.0,0.0,0.0,0.0,0.0,0.23345714969656658,0.0,interferon gamma
LRP4,ENSG00000134569,0.23319387414965986,0.0,0.0,0.0,0.0,0.0,0.23319387414965986,0.0,LDL receptor related protein 4
ABCD1,ENSG00000101986,0.23272708333333333,0.0,0.0,0.0,0.0,0.0,0.029908333333333332,0.22525,ATP binding cassette subfamily D member 1
PSAP,ENSG00000197746,0.23235,0.0,0.0,0.0,0.0,0.0,0.0284,0.22525,prosaposin
ARAP2,ENSG00000047365,0.2317056757,0.2317056757,0.0,0.0,0.0,0.0,0.0,0.0,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
VGF,ENSG00000128564,0.23050464739229024,0.0,0.0,0.0,0.0,0.0,0.23050464739229024,0.0,VGF nerve growth factor inducible
SNAP25,ENSG00000132639,0.23041597222222224,0.0,0.0,0.0,0.0,0.0,0.12166388888888889,0.2,synaptosome associated protein 25
